VGNKennung;VAGKennung;Haltestellenname;Ort;longitude;latitude;GlobalID;Betriebszweig;Dataprovider
3259;ESKILS;Eskilstunastr.;Sieglitzhof;110243846;493602246;de:9562:3259:33:1;B;VAG
3261;IM-HEU;Im Heuschlag;Sieglitzhof;110229898;493555998;de:9562:3261:0:1;B;VAG
3265;SIEGNO;Sieglitzhof Nord;Sieglitzhof;110212062;493607904;de:9562:3265:0:1;B;VAG
3265;SIEGNO;Sieglitzhof Nord;Sieglitzhof;110212893;493608783;de:9562:3265:0:2;B;VAG
3348;WISCHU;Wirtschaftsschule;Erlangen;110205937;493541853;de:9562:3348:0:1;B;VAG
3349;RÖCAMP;Röthelheimcampus;Erlangen;110139309;493544289;de:9562:3349:0:1;B;VAG
3350;E-SCHI;Schillerstraße;Erlangen;110102989;493556313;de:9562:3350:0:1;B;VAG
3350;E-SCHI;Schillerstraße;Erlangen;110102989;493556313;de:9562:3350:0:2;B;VAG
3351;ZOLLHS;Zollhaus;Erlangen;110104400;493548400;de:9562:3351:0:1;B;VAG
3351;ZOLLHS;Zollhaus;Erlangen;110103111;493548012;de:9562:3351:0:2;B;VAG
3351;ZOLLHS;Zollhaus;Erlangen;110102640;493548771;de:9562:3351:0:3;B;VAG
3351;ZOLLHS;Zollhaus;Erlangen;110102096;493548987;de:9562:3351:0:4;B;VAG
3352;HARTMA;Hartmannstraße;Erlangen;110121992;493546865;de:9562:3352:0:1;B;VAG
3352;HARTMA;Hartmannstraße;Erlangen;110120811;493545629;de:9562:3352:0:2;B;VAG
3352;HARTMA;Hartmannstraße;Erlangen;110118480;493548005;de:9562:3352:0:3;B;VAG
3352;HARTMA;Hartmannstraße;Erlangen;110120821;493548362;de:9562:3352:0:4;B;VAG
3353;SCHELL;Schellingstr. /M V C;Erlangen;110112726;493537911;de:9562:3353:0:1;B;VAG
3353;SCHELL;Schellingstr. /M V C;Erlangen;110109787;493538818;de:9562:3353:0:2;B;VAG
3354;BERUFS;Berufsschulzentrum;Erlangen;110140212;493546412;de:9562:3354:0:1;B;VAG
3354;BERUFS;Berufsschulzentrum;Erlangen;110139913;493546934;de:9562:3354:0:2;B;VAG
3355;MARKUS;Markuskirche;Sieglitzhof;110210260;493545368;de:9562:3355:0:1;B;VAG
3355;MARKUS;Markuskirche;Sieglitzhof;110208460;493544764;de:9562:3355:0:2;B;VAG
3355;MARKUS;Markuskirche;Sieglitzhof;110211667;493543336;de:9562:3355:0:3;B;VAG
3355;MARKUS;Markuskirche;Sieglitzhof;110208962;493545767;de:9562:3355:0:4;B;VAG
3356;GEDELE;Gedelerstraße;Erlangen;110233297;493539175;de:9562:3356:0:1;B;VAG
3356;GEDELE;Gedelerstraße;Erlangen;110231443;493541015;de:9562:3356:0:2;B;VAG
3357;A-BRUC;Anton-Bruckner-Str.;Erlangen;110102529;493516708;de:9562:3357:0:1;B;VAG
3357;A-BRUC;Anton-Bruckner-Str.;Erlangen;110102712;493518852;de:9562:3357:0:2;B;VAG
3358;BERL-E;Berliner Platz;Erlangen;110102999;493509897;de:9562:3358:0:1;B;VAG
3358;BERL-E;Berliner Platz;Erlangen;110103468;493510032;de:9562:3358:0:2;B;VAG
3359;ROET-B;Röthelheimbad;Erlangen;110102731;493455202;de:9562:3359:0:1;B;VAG
3359;ROET-B;Röthelheimbad;Erlangen;110104026;493457482;de:9562:3359:0:2;B;VAG
3359;ROET-B;Röthelheimbad;Erlangen;110100363;493454447;de:9562:3359:0:3;B;VAG
3359;ROET-B;Röthelheimbad;Erlangen;110100304;493454049;de:9562:3359:0:4;B;VAG
3360;SI-STA;Siemens-Stadion;Erlangen;110047351;493454941;de:9562:3360:0:1;B;VAG
3360;SI-STA;Siemens-Stadion;Erlangen;110047773;493454488;de:9562:3360:0:2;B;VAG
3361;GLEIWI;Gleiwitzer Straße;Erlangen;110100438;493445012;de:9562:3361:0:1;B;VAG
3361;GLEIWI;Gleiwitzer Straße;Erlangen;110101399;493445534;de:9562:3361:0:2;B;VAG
3362;GOERLI;Görlitzer Straße;Erlangen;110106638;493440082;de:9562:3362:0:1;B;VAG
3362;GOERLI;Görlitzer Straße;Erlangen;110103957;493440549;de:9562:3362:0:2;B;VAG
3362;GOERLI;Görlitzer Straße;Erlangen;110106638;493440082;de:9562:3362:0:3;B;VAG
3362;GOERLI;Görlitzer Straße;Erlangen;110106638;493440082;de:9562:3362:0:4;B;VAG
3364;THOMAS;Thomaskirche;Erlangen;110125809;493438668;de:9562:3364:0:1;B;VAG
3364;THOMAS;Thomaskirche;Erlangen;110126963;493435852;de:9562:3364:0:2;B;VAG
3365;STETTI;Stettiner Straße;Erlangen;110127537;493425024;de:9562:3365:0:1;B;VAG
3365;STETTI;Stettiner Straße;Erlangen;110127112;493425212;de:9562:3365:0:2;B;VAG
3366;TECH-F;Technische Fakultät;Erlangen;110140764;493432696;de:9562:3366:0:1;B;VAG
3366;TECH-F;Technische Fakultät;Erlangen;110140699;493433114;de:9562:3366:0:2;B;VAG
3366;TECH-F;Technische Fakultät;Erlangen;110143737;493435349;de:9562:3366:0:3;B;VAG
3366;TECH-F;Technische Fakultät;Erlangen;110143341;493435173;de:9562:3366:0:4;B;VAG
3367;SEBALS;Sebaldussiedlung;Erlangen;110136274;493446027;de:9562:3367:0:1;B;VAG
3367;SEBALS;Sebaldussiedlung;Erlangen;110135126;493446570;de:9562:3367:0:2;B;VAG
3367;SEBALS;Sebaldussiedlung;Erlangen;110135781;493445912;de:9562:3367:0:3;B;VAG
3368;FRM-0;Fridericianum;Erlangen;110126115;493454472;de:9562:3368:0:1;B;VAG
3368;FRM-0;Fridericianum;Erlangen;110128585;493454606;de:9562:3368:0:2;B;VAG
3370;THEOHE;Theodor-Heuss-Anlage;Erlangen;110117477;493440549;de:9562:3370:0:1;B;VAG
3370;THEOHE;Theodor-Heuss-Anlage;Erlangen;110119640;493441305;de:9562:3370:0:2;B;VAG
3370;THEOHE;Theodor-Heuss-Anlage;Erlangen;110113883;493434946;de:9562:3370:0:3;B;VAG
3370;THEOHE;Theodor-Heuss-Anlage;Erlangen;110113357;493438187;de:9562:3370:0:4;B;VAG
3371;RÖHOST;Röthelheimbad Ost;Erlangen;110113616;493458954;de:9562:3371:0:1;B;VAG
3371;RÖHOST;Röthelheimbad Ost;Erlangen;110113663;493456341;de:9562:3371:0:2;B;VAG
3373;SCHE-S;Schenkstraße;Erlangen;110115456;493513714;de:9562:3373:0:1;B;VAG
3373;SCHE-S;Schenkstraße;Erlangen;110115596;493511655;de:9562:3373:0:2;B;VAG
3375;E_SOPH;Sophienstraße;Erlangen;110102247;493521116;de:9562:3375:0:1;B;VAG
3375;E_SOPH;Sophienstraße;Erlangen;110102848;493522290;de:9562:3375:0:2;B;VAG
3376;CAUER;F A U  Südgelände;Erlangen;110152060;493426043;de:9562:3376:0:1;B;VAG
3377;SIEMED;Siemens Med;Erlangen;110121000;493532034;de:9562:3377:0:1;B;VAG
3377;SIEMED;Siemens Med;Erlangen;110122630;493532553;de:9562:3377:0:2;B;VAG
3377;SIEMED;Siemens Med;Erlangen;110118969;493530073;de:9562:3377:0:3;B;VAG
3377;SIEMED;Siemens Med;Erlangen;110118292;493528813;de:9562:3377:0:4;B;VAG
3378;RUPPEN;D.-Ruppenstein-Str.;Erlangen;110131729;493531265;de:9562:3378:0:1;B;VAG
3378;RUPPEN;D.-Ruppenstein-Str.;Erlangen;110131776;493531993;de:9562:3378:0:2;B;VAG
3379;KISSEL;Luise-Kiesselbach-St;Erlangen;110130760;493522064;de:9562:3379:0:1;B;VAG
3379;KISSEL;Luise-Kiesselbach-St;Erlangen;110131907;493521899;de:9562:3379:0:2;B;VAG
3381;RÖ-P-Z;Röthelheimp.-Zentrum;Erlangen;110143731;493530331;de:9562:3381:0:1;B;VAG
3381;RÖ-P-Z;Röthelheimp.-Zentrum;Erlangen;110143690;493531251;de:9562:3381:0:2;B;VAG
3384;M-CURI;Marie-Curie-Straße;Erlangen;110201769;493528628;de:9562:3384:0:1;B;VAG
3384;M-CURI;Marie-Curie-Straße;Erlangen;110200928;493529960;de:9562:3384:0:2;B;VAG
3410;BRCKBF;Bruck Bahnhof;Bruck/ER;105948930;493423368;de:9562:3410:3:1;B;VAG
3410;BRCKBF;Bruck Bahnhof;Bruck/ER;105948879;493422987;de:9562:3410:3:2;B;VAG
3450;ZENTRA;Zentralfriedhof;Erlangen;105949353;493523780;de:9562:3450:2:1;B;VAG
3450;ZENTRA;Zentralfriedhof;Erlangen;105948574;493524659;de:9562:3450:2:2;B;VAG
3450;ZENTRA;Zentralfriedhof;Erlangen;105948951;493525771;de:9562:3450:1:3;B;VAG
3451;AM-ANG;Am Anger;Erlangen;105940952;493507452;de:9562:3451:0:1;B;VAG
3451;AM-ANG;Am Anger;Erlangen;105939050;493504966;de:9562:3451:0:2;B;VAG
3452;POMS-E;Pommernstraße;Erlangen;105921211;493515829;de:9562:3452:0:1;B;VAG
3453;BAY-ST;Bayernstraße;Erlangen;105907595;493457386;de:9562:3453:0:1;B;VAG
3453;BAY-ST;Bayernstraße;Erlangen;105908580;493458141;de:9562:3453:0:2;B;VAG
3454;PAULGO;Paul-Gossen-Straße;Erlangen;105957800;493445040;de:9562:3454:3:1;B;VAG
3454;PAULGO;Paul-Gossen-Straße;Erlangen;105958066;493445656;de:9562:3454:3:2;B;VAG
3455;WICHER;Wichernstraße;Erlangen;105946823;493448459;de:9562:3455:0:1;B;VAG
3455;WICHER;Wichernstraße;Erlangen;105943706;493450217;de:9562:3455:0:2;B;VAG
3456;LANGFE;Langfeldstraße;Bruck/ER;105928335;493446482;de:9562:3456:0:1;B;VAG
3456;LANGFE;Langfeldstraße;Bruck/ER;105929159;493443378;de:9562:3456:0:2;B;VAG
3456;LANGFE;Langfeldstraße;Bruck/ER;105925571;493446180;de:9562:3456:0:3;B;VAG
3457;SCHORL;Schorlachstraße;Bruck/ER;105910791;493434850;de:9562:3457:0:1;B;VAG
3457;SCHORL;Schorlachstraße;Bruck/ER;105909600;493434081;de:9562:3457:0:2;B;VAG
3458;BRU-KI;Bruck Kirche;Bruck/ER;105908618;493421900;de:9562:3458:0:1;B;VAG
3458;BRU-KI;Bruck Kirche;Bruck/ER;105907859;493421653;de:9562:3458:0:2;B;VAG
3459;BUCK-W;Buckenhofer Weg;Bruck/ER;105934612;493435155;de:9562:3459:0:1;B;VAG
3459;BUCK-W;Buckenhofer Weg;Bruck/ER;105934930;493432172;de:9562:3459:0:2;B;VAG
3460;EICHEN;Eichendorffschule;Bruck/ER;105943867;493429027;de:9562:3460:0:1;B;VAG
3461;BIERLA;Bierlachweg;Bruck/ER;105942895;493425979;de:9562:3461:0:1;B;VAG
3461;BIERLA;Bierlachweg;Bruck/ER;105942583;493425731;de:9562:3461:0:2;B;VAG
3461;BIERLA;Bierlachweg;Bruck/ER;105942895;493425979;de:9562:3461:0:3;B;VAG
3462;BRU-SU;Bruck Süd;Bruck/ER;105909713;493414470;de:9562:3462:0:1;B;VAG
3462;BRU-SU;Bruck Süd;Bruck/ER;105910839;493413784;de:9562:3462:0:2;B;VAG
3463;BACHFE;Bachfeldstraße;Bruck/ER;105924280;493408400;de:9562:3463:0:1;B;VAG
3463;BACHFE;Bachfeldstraße;Bruck/ER;105923250;493408194;de:9562:3463:0:2;B;VAG
3464;KANALS;Kanalstraße;Bruck/ER;105933553;493404981;de:9562:3464:0:1;B;VAG
3464;KANALS;Kanalstraße;Bruck/ER;105936056;493403827;de:9562:3464:0:2;B;VAG
3465;ROENTG;Röntgenstraße;Bruck/ER;110004410;493358190;de:9562:3465:0:1;B;VAG
3465;ROENTG;Röntgenstraße;Bruck/ER;110001303;493358269;de:9562:3465:0:2;B;VAG
3465;ROENTG;Röntgenstraße;Bruck/ER;110003006;493359295;de:9562:3465:0:3;B;VAG
3465;ROENTG;Röntgenstraße;Bruck/ER;110011246;493357571;de:9562:3465:0:4;B;VAG
3465;ROENTG;Röntgenstraße;Bruck/ER;110010688;493357304;de:9562:3465:0:5;B;VAG
3466;MAX-PL;Max-Planck-Straße;Bruck/ER;110008974;493351770;de:9562:3466:3:1;B;VAG
3466;MAX-PL;Max-Planck-Straße;Bruck/ER;110008974;493351770;de:9562:3466:3:2;B;VAG
3467;EGGENR;Eggenreuther Weg;Bruck/ER;110001338;493406807;de:9562:3467:0:1;B;VAG
3467;EGGENR;Eggenreuther Weg;Bruck/ER;110002880;493405338;de:9562:3467:0:2;B;VAG
3467;EGGENR;Eggenreuther Weg;Bruck/ER;105951792;493404843;de:9562:3467:0:3;B;VAG
3468;FELIX-;Felix-Klein-Straße;Bruck/ER;110000442;493418975;de:9562:3468:0:1;B;VAG
3468;FELIX-;Felix-Klein-Straße;Bruck/ER;110000860;493418084;de:9562:3468:0:2;B;VAG
3468;FELIX-;Felix-Klein-Straße;Bruck/ER;110000194;493421298;de:9562:3468:0:3;B;VAG
3468;FELIX-;Felix-Klein-Straße;Bruck/ER;110000108;493420888;de:9562:3468:0:4;B;VAG
3469;FORSCH;Forschungszentrum;Erlangen;110016387;493440911;de:9562:3469:0:1;B;VAG
3469;FORSCH;Forschungszentrum;Erlangen;110017535;493441815;de:9562:3469:0:2;B;VAG
3469;FORSCH;Forschungszentrum;Erlangen;110017863;493437926;de:9562:3469:0:3;B;VAG
3469;FORSCH;Forschungszentrum;Erlangen;110014230;493440233;de:9562:3469:0:4;B;VAG
3469;FORSCH;Forschungszentrum;Erlangen;110016894;493440497;de:9562:3469:0:5;B;VAG
3470;WEHNEL;Wehneltstr A R E V A;Erlangen;110036636;493434658;de:9562:3470:0:1;B;VAG
3470;WEHNEL;Wehneltstr A R E V A;Erlangen;110034050;493435935;de:9562:3470:0:2;B;VAG
3472;RONCST;Roncalli-Stift;Bruck/ER;110056844;493424672;de:9562:3472:0:1;B;VAG
3472;RONCST;Roncalli-Stift;Bruck/ER;110056448;493423520;de:9562:3472:0:2;B;VAG
3473;E-SUED;Erlangen Süd;Erlangen;110122318;493421570;de:9562:3473:0:1;B;VAG
3473;E-SUED;Erlangen Süd;Erlangen;110123293;493419442;de:9562:3473:0:2;B;VAG
3474;GEBB;Gebbertstraße;Erlangen;110054360;493440332;de:9562:3474:0:1;B;VAG
3474;GEBB;Gebbertstraße;Erlangen;110052200;493441196;de:9562:3474:0:2;B;VAG
3474;GEBB;Gebbertstraße;Erlangen;110058086;493438802;de:9562:3474:0:3;B;VAG
3474;GEBB;Gebbertstraße;Erlangen;110059130;493438802;de:9562:3474:0:4;B;VAG
3475;STINTZ;Stintzingstraße;Erlangen;110039111;493454680;de:9562:3475:0:1;B;VAG
3475;STINTZ;Stintzingstraße;Erlangen;110041356;493451206;de:9562:3475:0:2;B;VAG
3475;STINTZ;Stintzingstraße;Erlangen;110037425;493452263;de:9562:3475:0:3;B;VAG
3475;STINTZ;Stintzingstraße;Erlangen;110037260;493451700;de:9562:3475:0:4;B;VAG
3475;STINTZ;Stintzingstraße;Erlangen;110042132;493453252;de:9562:3475:0:5;B;VAG
3476;J-P-SC;Koldestraße;Erlangen;110023091;493452154;de:9562:3476:0:1;B;VAG
3476;J-P-SC;Koldestraße;Erlangen;110023074;493451357;de:9562:3476:0:2;B;VAG
3477;SCHORN;Schornbaumstraße;Erlangen;110018422;493446180;de:9562:3477:0:1;B;VAG
3477;SCHORN;Schornbaumstraße;Erlangen;110019967;493445713;de:9562:3477:0:2;B;VAG
3477;SCHORN;Schornbaumstraße;Erlangen;110018422;493446180;de:9562:3477:0:3;B;VAG
3479;OHMPLA;Ohmplatz;Erlangen;110030531;493505309;de:9562:3479:0:1;B;VAG
3479;OHMPLA;Ohmplatz;Erlangen;110029927;493504939;de:9562:3479:0:2;B;VAG
3480;W-V-SI;Werner-v-Siemens-Str;Erlangen;110026600;493515925;de:9562:3480:0:1;B;VAG
3480;W-V-SI;Werner-v-Siemens-Str;Erlangen;110024945;493518054;de:9562:3480:0:2;B;VAG
3480;W-V-SI;Werner-v-Siemens-Str;Erlangen;110027026;493519235;de:9562:3480:0:3;B;VAG
3480;W-V-SI;Werner-v-Siemens-Str;Erlangen;110022401;493519949;de:9562:3480:0:4;B;VAG
3481;AEUSBR;Äuß.Br./P.Gossen-Str;Erlangen;105935400;493453582;de:9562:3481:0:1;B;VAG
3481;AEUSBR;Äuß.Br./P.Gossen-Str;Erlangen;105931078;493450519;de:9562:3481:0:2;B;VAG
3481;AEUSBR;Äuß.Br./P.Gossen-Str;Erlangen;105935699;493451178;de:9562:3481:0:3;B;VAG
3481;AEUSBR;Äuß.Br./P.Gossen-Str;Erlangen;105930100;493453458;de:9562:3481:0:4;B;VAG
3482;HENRID;Henri-Dunant-Straße;Bruck/ER;110036396;493415276;de:9562:3482:0:1;B;VAG
3482;HENRID;Henri-Dunant-Straße;Bruck/ER;110037260;493415132;de:9562:3482:0:2;B;VAG
3483;BACHGR;Am Bachgraben;Bruck/ER;110009212;493418764;de:9562:3483:0:1;B;VAG
3483;BACHGR;Am Bachgraben;Bruck/ER;110009457;493418116;de:9562:3483:0:2;B;VAG
3484;BRAHMS;Brahmsstraße;Erlangen;110034576;493520004;de:9562:3484:0:1;B;VAG
3484;BRAHMS;Brahmsstraße;Erlangen;110035502;493521075;de:9562:3484:0:2;B;VAG
3485;FUERST;Fürstenweg;Bruck/ER;105928561;493427283;de:9562:3485:0:1;B;VAG
3485;FUERST;Fürstenweg;Bruck/ER;105925190;493427489;de:9562:3485:0:2;B;VAG
3486;HERZOD;Am Herzogenaur. Damm;Erlangen;105803462;493431815;de:9562:3486:0:1;B;VAG
3486;HERZOD;Am Herzogenaur. Damm;Erlangen;105802151;493432007;de:9562:3486:0:2;B;VAG
3489;HILPRT;Hilpertstraße;Erlangen;110018990;493517473;de:9562:3489:0:1;B;VAG
3491;LILIEN;Lilienthalstraße;Erlangen;110019735;493352290;de:9562:3491:0:1;B;VAG
3491;LILIEN;Lilienthalstraße;Erlangen;110019494;493352034;de:9562:3491:0:2;B;VAG
3495;FRSCHS;Forschungszentr. Süd;Erlangen;110014940;493420845;de:9562:3495:0:1;B;VAG
3496;FRSCHM;Forschungsz. Mitte;Erlangen;110021906;493433398;de:9562:3496:0:1;B;VAG
3510;ELTBHF;Eltersdorf Bahnhof;Eltersdorf;105946579;493309665;de:9562:3510:3:1;B;VAG
3510;ELTBHF;Eltersdorf Bahnhof;Eltersdorf;105949151;493310200;de:9562:3510:3:2;B;VAG
3511;WEINST;Weinstraße;Eltersdorf;110009489;493312796;de:9562:3511:0:1;B;VAG
3511;WEINST;Weinstraße;Eltersdorf;110008809;493312974;de:9562:3511:0:2;B;VAG
3548;PESTAL;Am Pestalozziring;Eltersdorf;110017159;493315666;de:9562:3548:0:1;B;VAG
3549;REGNIT;Regnitzweg;Eltersdorf;105917342;493302290;de:9562:3549:0:1;B;VAG
3549;REGNIT;Regnitzweg;Eltersdorf;105917815;493304927;de:9562:3549:0:2;B;VAG
3550;WEIDEN;Weidenweg;Bruck/ER;105909002;493353226;de:9562:3550:0:1;B;VAG
3550;WEIDEN;Weidenweg;Bruck/ER;105908329;493353074;de:9562:3550:0:2;B;VAG
3550;WEIDEN;Weidenweg;Bruck/ER;105913174;493345838;de:9562:3550:0:3;B;VAG
3550;WEIDEN;Weidenweg;Bruck/ER;105912922;493346188;de:9562:3550:0:4;B;VAG
3551;A-KREU;Am Kreuzstein;Eltersdorf;105917726;493326158;de:9562:3551:0:1;B;VAG
3551;A-KREU;Am Kreuzstein;Eltersdorf;105916919;493326405;de:9562:3551:0:2;B;VAG
3552;EGID-K;Egidienkirche;Eltersdorf;105920195;493313771;de:9562:3552:0:1;B;VAG
3552;EGID-K;Egidienkirche;Eltersdorf;105919100;493317355;de:9562:3552:0:2;B;VAG
3553;TUCHES;Tucherstraße;Eltersdorf;105922684;493300271;de:9562:3553:0:1;B;VAG
3553;TUCHES;Tucherstraße;Eltersdorf;105921046;493259928;de:9562:3553:0:2;B;VAG
3554;KUNIGU;Kunigundenkirche;Eltersdorf;105922519;493250398;de:9562:3554:0:1;B;VAG
3554;KUNIGU;Kunigundenkirche;Eltersdorf;105921283;493249518;de:9562:3554:0:2;B;VAG
3555;VOLCKA;Volckamerstraße;Eltersdorf;105919408;493240579;de:9562:3555:0:1;B;VAG
3556;HASELH;Haselhofstraße;Tennenlohe/ER;110104424;493312040;de:9562:3556:0:1;B;VAG
3557;BOEHML;Böhmlach;Tennenlohe/ER;110121340;493324579;de:9562:3557:0:1;B;VAG
3557;BOEHML;Böhmlach;Tennenlohe/ER;110120663;493324112;de:9562:3557:0:2;B;VAG
3558;SAIDEL;Saidelsteig;Tennenlohe/ER;110125240;493311944;de:9562:3558:0:1;B;VAG
3558;SAIDEL;Saidelsteig;Tennenlohe/ER;110120519;493309582;de:9562:3558:0:2;B;VAG
3559;WALDIN;Walderlebniszentrum;Tennenlohe/ER;110155858;493321085;de:9562:3559:0:1;B;VAG
3559;WALDIN;Walderlebniszentrum;Tennenlohe/ER;110155434;493320718;de:9562:3559:0:2;B;VAG
3560;HEUWEG;Skulpturenpark;Tennenlohe/ER;110152297;493309678;de:9562:3560:0:4;B;VAG
3560;HEUWEG;Skulpturenpark;Tennenlohe/ER;110151081;493308621;de:9562:3560:0:3;B;VAG
3560;HEUWEG;Skulpturenpark;Tennenlohe/ER;110148225;493308731;de:9562:3560:0:2;B;VAG
3560;HEUWEG;Skulpturenpark;Tennenlohe/ER;110148572;493308333;de:9562:3560:0:1;B;VAG
3561;TENN;Tennenlohe;Tennenlohe/ER;110149777;493259077;de:9562:3561:0:1;B;VAG
3561;TENN;Tennenlohe;Tennenlohe/ER;110149073;493258637;de:9562:3561:0:2;B;VAG
3562;WETTER;Wetterkreuz;Tennenlohe/ER;110149255;493241114;de:9562:3562:0:1;B;VAG
3562;WETTER;Wetterkreuz;Tennenlohe/ER;110149828;493243476;de:9562:3562:0:2;B;VAG
3565;TENN-S;Tennenlohe Süd;Tennenlohe/ER;110122109;493239713;de:9562:3565:0:1;B;VAG
3565;TENN-S;Tennenlohe Süd;Tennenlohe/ER;110123029;493240139;de:9562:3565:0:2;B;VAG
3566;A-WEIC;Am Weichselgarten;Tennenlohe/ER;110133867;493239356;de:9562:3566:0:1;B;VAG
3566;A-WEIC;Am Weichselgarten;Tennenlohe/ER;110135378;493239809;de:9562:3566:0:2;B;VAG
3568;FRAUWE;Frauenweiherstraße;Tennenlohe/ER;110105821;493250315;de:9562:3568:0:1;B;VAG
3569;BRUECK;Brückleinsgasse;Tennenlohe/ER;110113113;493250878;de:9562:3569:0:1;B;VAG
3649;KLO-0;Schleußen Straße;Kriegenbrunn;110309775;492546957;de:9562:3649:0:1;B;VAG
3652;KRIFEU;Kriegenbrunn Feuerw.;Kriegenbrunn;105712925;493327627;de:9562:3652:0:1;B;VAG
3653;BRWEIH;Bruckweiher Str.;Kriegenbrunn;105725992;493318042;de:9562:3653:0:1;B;VAG
3654;TUG-0;Hüttendorf Tulpenweg;Hüttendorf;105739303;493235593;de:9562:3654:0:1;B;VAG
3655;BUDAPE;Budapester Straße;Kriegenbrunn;105727993;493328616;de:9562:3655:0:1;B;VAG
3658;FSCHUL;Frauenaurach Schule;Frauenaurach;105745060;493348515;de:9562:3658:0:1;B;VAG
3658;FSCHUL;Frauenaurach Schule;Frauenaurach;105743505;493348021;de:9562:3658:0:2;B;VAG
3661;E-BRUE;Brückenstraße;Frauenaurach;105742914;493407096;de:9562:3661:0:1;B;VAG
3665;WALROD;Wallenrodstraße;Frauenaurach;105741465;493406093;de:9562:3665:0:1;B;VAG
3666;AURACH;Aurachbrücke;Frauenaurach;105745788;493400449;de:9562:3666:0:1;B;VAG
3666;AURACH;Aurachbrücke;Frauenaurach;105745338;493358760;de:9562:3666:0:2;B;VAG
3667;EHEUSS;Elly-Heuss-Straße;Frauenaurach;105755555;493414264;de:9562:3667:0:1;B;VAG
3667;EHEUSS;Elly-Heuss-Straße;Frauenaurach;105754718;493414910;de:9562:3667:0:2;B;VAG
3673;GSBRGO;Geisberg-Ost;Frauenaurach;105802071;493425843;de:9562:3673:0:1;B;VAG
3721;KOSB-S;Kosbacher Stadl;Kosbach;105601143;493554574;de:9562:3721:0:1;B;VAG
3721;KOSB-S;Kosbacher Stadl;Kosbach;105601143;493554574;de:9562:3721:0:2;B;VAG
3731;GUNDST;Gundstraße;Erlangen;105800554;493457894;de:9562:3731:0:1;B;VAG
3731;GUNDST;Gundstraße;Erlangen;105758652;493457276;de:9562:3731:0:2;B;VAG
3751;NATBAD;Naturbadstraße;Dechsendorf;105621685;493743690;de:9562:3751:0:1;B;VAG
3751;NATBAD;Naturbadstraße;Dechsendorf;105621685;493743690;de:9562:3751:0:2;B;VAG
3753;DCHSWE;Dechsendorfer Weiher;Dechsendorf;105707660;493740422;de:9562:3753:0:1;B;VAG
3754;WEISND;Weisendorfer Straße;Dechsendorf;105621134;493733981;de:9562:3754:0:1;B;VAG
3754;WEISND;Weisendorfer Straße;Dechsendorf;105618286;493734456;de:9562:3754:0:2;B;VAG
3755;HEUSTG;Heusteg;Erlangen;105736586;493658737;de:9562:3755:0:1;B;VAG
3755;HEUSTG;Heusteg;Erlangen;105736586;493658737;de:9562:3755:0:2;B;VAG
3756;KLI-A-;Kl. Europakanal;Erlangen;105814074;493618300;de:9562:3756:0:1;B;VAG
3757;WUERZB;Würzburger Ring;Büchenbach/ER;105800699;493602865;de:9562:3757:0:1;B;VAG
3757;WUERZB;Würzburger Ring;Büchenbach/ER;105758172;493603345;de:9562:3757:0:2;B;VAG
3758;ODENWA;Odenwaldallee;Büchenbach/ER;105751703;493601670;de:9562:3758:0:1;B;VAG
3758;ODENWA;Odenwaldallee;Büchenbach/ER;105749101;493559719;de:9562:3758:0:2;B;VAG
3758;ODENWA;Odenwaldallee;Büchenbach/ER;105747460;493601930;de:9562:3758:0:3;B;VAG
3759;I-D-RE;In der Reuth;Erlangen;105735811;493617668;de:9562:3759:0:1;B;VAG
3760;ASCHAF;Aschaffenburger Str.;Büchenbach/ER;105745805;493554007;de:9562:3760:0:1;B;VAG
3760;ASCHAF;Aschaffenburger Str.;Büchenbach/ER;105747000;493553787;de:9562:3760:0:2;B;VAG
3761;BUEC-N;Büchenbach Nord;Büchenbach/ER;105744291;493547071;de:9562:3761:0:1;B;VAG
3762;BAMB-E;Bamberger Straße;Büchenbach/ER;105757303;493550106;de:9562:3762:0:1;B;VAG
3762;BAMB-E;Bamberger Straße;Büchenbach/ER;105754930;493550862;de:9562:3762:0:2;B;VAG
3763;STEIGE;Steigerwaldallee;Büchenbach/ER;105809669;493545259;de:9562:3763:0:1;B;VAG
3763;STEIGE;Steigerwaldallee;Büchenbach/ER;105811146;493543047;de:9562:3763:0:2;B;VAG
3763;STEIGE;Steigerwaldallee;Büchenbach/ER;105813178;493545300;de:9562:3763:0:3;B;VAG
3764;FRANKW;Frankenwaldallee;Büchenbach/ER;105811877;493535151;de:9562:3764:0:1;B;VAG
3764;FRANKW;Frankenwaldallee;Büchenbach/ER;105810305;493534368;de:9562:3764:0:2;B;VAG
3765;DIAKON;Diakon. Zentrum;Büchenbach/ER;105811839;493524151;de:9562:3765:0:1;B;VAG
3765;DIAKON;Diakon. Zentrum;Büchenbach/ER;105805821;493523753;de:9562:3765:0:2;B;VAG
3765;DIAKON;Diakon. Zentrum;Büchenbach/ER;105810438;493521968;de:9562:3765:0:3;B;VAG
3766;AM-HAF;Am Hafen;Erlangen;105806106;493508729;de:9562:3766:0:1;B;VAG
3766;AM-HAF;Am Hafen;Erlangen;105808296;493509072;de:9562:3766:0:2;B;VAG
3767;GERAET;Gerätewerk;Erlangen;105803596;493444463;de:9562:3767:0:1;B;VAG
3767;GERAET;Gerätewerk;Erlangen;105802037;493444202;de:9562:3767:0:2;B;VAG
