VGNKennung;VAGKennung;Haltestellenname;Ort;longitude;latitude;GlobalID;Betriebszweig;Dataprovider
101;WT;Weißer Turm;Nürnberg;110309775;492546957;de:9564:101:11:1;U;VAG
101;WT;Weißer Turm;Nürnberg;110309775;492546957;de:9564:101:11:2;U;VAG
148;WEINTR;Weintraubengasse;Nürnberg;110425587;492715204;de:9564:148:0:1;B;VAG
148;WEINTR;Weintraubengasse;Nürnberg;110425433;492715823;de:9564:148:0:2;B;VAG
149;EGID-P;Egidienplatz;Nürnberg;110455508;492720574;de:9564:149:0:1;B;VAG
149;EGID-P;Egidienplatz;Nürnberg;110452198;492721178;de:9564:149:0:2;B;VAG
150;HL-G;Heilig-Geist-Spital;Nürnberg;110442661;492711826;de:9564:150:0:1;B;VAG
151;HAUPTM;Hauptmarkt;Nürnberg;110435969;492715575;de:9564:151:0:1;B;VAG
151;HAUPTM;Hauptmarkt;Nürnberg;110433998;492716152;de:9564:151:0:2;B;VAG
152;RATH;Rathaus;Nürnberg;110443529;492720643;de:9564:152:0:1;B;VAG
152;RATH;Rathaus;Nürnberg;110445349;492721041;de:9564:152:0:2;B;VAG
152;RATH;Rathaus;Nürnberg;110443529;492720643;de:9564:152:0:3;B;VAG
153;MAXTOR;Maxtor;Nürnberg;110454378;492730585;de:9564:153:0:1;B;VAG
153;MAXTOR;Maxtor;Nürnberg;110453166;492730319;de:9564:153:0:2;B;VAG
154;LAUF-T;Laufer Tor;Nürnberg;110518867;492727468;de:9564:154:0:1;B;VAG
155;INNLAU;Innerer Laufer Platz;Nürnberg;110504352;492720464;de:9564:155:0:1;B;VAG
155;INNLAU;Innerer Laufer Platz;Nürnberg;110503123;492723307;de:9564:155:0:2;B;VAG
156;BURGST;Burgstr.;Nürnberg;110439049;492720176;de:9564:156:0:1;B;VAG
156;BURGST;Burgstr.;Nürnberg;110439424;492720545;de:9564:156:0:2;B;VAG
230;BUNR;Bucher Str./Nordring;Nürnberg;110404706;492811535;de:9564:230:13:1;B;VAG
230;BUNR;Bucher Str./Nordring;Nürnberg;110401918;492809709;de:9564:230:13:2;B;VAG
230;BUNR;Bucher Str./Nordring;Nürnberg;110407299;492809403;de:9564:230:13:3;B;VAG
230;BUNR;Bucher Str./Nordring;Nürnberg;110405023;492807583;de:9564:230:13:4;B;VAG
230;BUNR;Bucher Str./Nordring;Nürnberg;110404756;492808212;de:9564:230:13:6;B;VAG
230;BUNR;Bucher Str/ Nordring;Nürnberg;110405585;492808406;de:9564:230:12:11;T;VAG
230;BUNR;Bucher Str/ Nordring;Nürnberg;110405276;492808365;de:9564:230:12:12;T;VAG
231;JUVENE;Juvenellstraße;Nürnberg;110409775;492757992;de:9564:231:13:1;B;VAG
231;JUVENE;Juvenellstraße;Nürnberg;110409825;492757279;de:9564:231:13:2;B;VAG
231;JUVENE;Juvenellstraße;Nürnberg;110410423;492757636;de:9564:231:13:3;B;VAG
231;JUVENE;Juvenellstraße;Nürnberg;110409328;492757416;de:9564:231:13:4;B;VAG
231;JUVENE;Juvenellstr.;Nürnberg;110409775;492757992;de:9564:231:12:11;T;VAG
231;JUVENE;Juvenellstr.;Nürnberg;110409876;492757279;de:9564:231:12:12;T;VAG
232;FRIE;Friedr.-Ebert-Platz;Nürnberg;110418185;492744195;de:9564:232:3:5;B;VAG
232;FRIE;Friedr.-Ebert-Platz;Nürnberg;110417745;492744167;de:9564:232:3:6;B;VAG
232;FRIE;Friedr.-Ebert-Platz;Nürnberg;110416003;492746026;de:9564:232:3:Umst.;B;VAG
232;FRIET;Frd.-Ebert-Platz;Nürnberg;110418476;492743801;de:9564:232:12:11;T;VAG
232;FRIET;Frd.-Ebert-Platz;Nürnberg;110418321;492743344;de:9564:232:12:12;T;VAG
232;FE;Frd.-Ebert-Platz;Nürnberg;110418185;492744195;de:9564:232:11:1;U;VAG
232;FE;Frd.-Ebert-Platz;Nürnberg;110418185;492744195;de:9564:232:11:2;U;VAG
233;TIERGT;Tiergärtnertor;Nürnberg;110423692;492729748;de:9564:233:12:11;T;VAG
233;TIERGT;Tiergärtnertor;Nürnberg;110422605;492728890;de:9564:233:12:12;T;VAG
233;TIERGT;Tiergärtnertor;Nürnberg;110423588;492731460;de:9564:233:13:1;B;VAG
233;TIERGT;Tiergärtnertor;Nürnberg;110422321;492729314;de:9564:233:13:2;B;VAG
233;TIERGT;Tiergärtnertor;Nürnberg;110410074;492729286;de:9564:233:13:4;B;VAG
234;HALL;Hallertor;Nürnberg;110414512;492717553;de:9564:234:13:1;B;VAG
234;HALL;Hallertor;Nürnberg;110414395;492718459;de:9564:234:13:2;B;VAG
234;HALL;Hallertor;Nürnberg;110414048;492720145;de:9564:234:13:3;B;VAG
234;HALL;Hallertor;Nürnberg;110412795;492719489;de:9564:234:13:4;B;VAG
234;HALL;Hallertor;Nürnberg;110412795;492719489;de:9564:234:13:5;B;VAG
234;HALL;Hallertor;Nürnberg;110412500;492720235;de:9564:234:13:6;B;VAG
234;HALL;Hallertor;Nürnberg;110412558;492725066;de:9564:234:17:7;B;VAG
234;HALL;Hallertor;Nürnberg;110408997;492725495;de:9564:234:17:8;B;VAG
234;HALL;Hallertor;Nürnberg;110413728;492719587;de:9564:234:12:11;T;VAG
234;HALL;Hallertor;Nürnberg;110413221;492719489;de:9564:234:12:12;T;VAG
235;WEST;Westfriedhof;Nürnberg;110301022;492742130;de:9564:235:12:11;T;VAG
235;WEST;Westfriedhof;Nürnberg;110258174;492740881;de:9564:235:12:12;T;VAG
235;WEST;Westfriedhof;Nürnberg;110300547;492740489;de:9564:235:12:13;T;VAG
235;WEST;Westfriedhof;Nürnberg;110257537;492740773;de:9564:235:13:1;B;VAG
235;WEST;Westfriedhof;Nürnberg;110257829;492742372;de:9564:235:13:2;B;VAG
235;WEST;Westfriedhof;Nürnberg;110300529;492741874;de:9564:235:13:3;B;VAG
236;JULIEN;Julienstr.;Nürnberg;110318219;492738736;de:9564:236:12:11;T;VAG
236;JULIEN;Julienstr.;Nürnberg;110318201;492738397;de:9564:236:12:12;T;VAG
236;JULIEN;Julienstraße;Nürnberg;110317441;492739017;de:9564:236:13:1;B;VAG
236;JULIEN;Julienstraße;Nürnberg;110317386;492738839;de:9564:236:13:2;B;VAG
236;JULIEN;Julienstraße;Nürnberg;110317010;492742537;de:9564:236:13:3;B;VAG
236;JULIEN;Julienstraße;Nürnberg;110316822;492742256;de:9564:236:13:4;B;VAG
236;JULIEN;Julienstraße;Nürnberg;110319875;492741241;de:9564:236:13:5;B;VAG
237;ST-JOH;St. Johannisfriedhof;Nürnberg;110338339;492734953;de:9564:237:13:1;B;VAG
237;ST-JOH;St. Johannisfriedhof;Nürnberg;110337508;492735474;de:9564:237:13:2;B;VAG
237;ST-JOH;St. Johannisfriedhof;Nürnberg;110338998;492734444;de:9564:237:13:3;B;VAG
237;ST-JOH;St. Johannisfriedhof;Nürnberg;110338430;492734146;de:9564:237:13:4;B;VAG
237;ST-JOH;St. Johannisfriedhof;Nürnberg;110341090;492736511;de:9564:237:13:5;B;VAG
237;ST-JOH;St. Johannisfrdh.;Nürnberg;110338974;492734403;de:9564:237:12:11;T;VAG
237;ST-JOH;St. Johannisfrdh.;Nürnberg;110334261;492734779;de:9564:237:12:12;T;VAG
238;HALLER;Hallerstr.;Nürnberg;110354767;492730764;de:9564:238:12:11;T;VAG
238;HALLER;Hallerstr.;Nürnberg;110354678;492730613;de:9564:238:12:12;T;VAG
238;HALLER;Hallerstraße;Nürnberg;110354691;492730888;de:9564:238:13:1;B;VAG
238;HALLER;Hallerstraße;Nürnberg;110355598;492729631;de:9564:238:13:2;B;VAG
238;HALLER;Hallerstraße;Nürnberg;110354248;492730452;de:9564:238:13:4;B;VAG
239;KRELIN;Krelingstraße;Nürnberg;110444271;492739278;de:9564:239:0:O;B;VAG
239;KRELIN;Krelingstraße;Nürnberg;110444271;492739278;de:9564:239:0:W;B;VAG
240;MÜHLGA;Mühlgasse;Nürnberg;110402845;492726888;de:9564:240:0:1;B;VAG
240;MÜHLGA;Mühlgasse;Nürnberg;110402845;492726888;de:9564:240:0:2;B;VAG
241;FRIE-W;Friedr-Ebert-Platz/W;Nürnberg;110415214;492745666;de:9564:241:3:8;B;VAG
250;KA;Kaulbachplatz;Nürnberg;110443694;492747797;de:9564:250:11:1;U;VAG
250;KA;Kaulbachplatz;Nürnberg;110443694;492747797;de:9564:250:11:2;U;VAG
250;KAULBP;Kaulbachplatz SEV;Nürnberg;110440946;492739216;de:9564:250:17:5;B;VAG
250;KAULBP;Kaulbachplatz SEV;Nürnberg;110444460;492739581;de:9564:250:17:6;B;VAG
251;WEF-KR;Westfriedhof Kreuz.;Nürnberg;110306781;492748425;de:9564:251:0:1;B;VAG
251;WEF-KR;Westfriedhof Kreuz.;Nürnberg;110303506;492747752;de:9564:251:0:2;B;VAG
251;WEF-KR;Westfriedhof Kreuz.;Nürnberg;110303506;492748768;de:9564:251:0:3;B;VAG
252;BIEL;Bielefelder Straße;Nürnberg;110318838;492756156;de:9564:252:0:1;B;VAG
252;BIEL;Bielefelder Straße;Nürnberg;110315601;492756225;de:9564:252:0:2;B;VAG
252;BIEL;Bielefelder Straße;Nürnberg;110315350;492757282;de:9564:252:0:3;B;VAG
253;LERCHE;Lerchenbühlstraße;Nürnberg;110341717;492800523;de:9564:253:0:1;B;VAG
253;LERCHE;Lerchenbühlstraße;Nürnberg;110339352;492801457;de:9564:253:0:2;B;VAG
255;ROETST;Röthensteig;Nürnberg;110429326;492809807;de:9564:255:0:1;B;VAG
255;ROETST;Röthensteig;Nürnberg;110428605;492810603;de:9564:255:0:2;B;VAG
256;GROSWE;Großweidenmühlstraße;Nürnberg;110333007;492725628;de:9564:256:0:1;B;VAG
256;GROSWE;Großweidenmühlstraße;Nürnberg;110332664;492727015;de:9564:256:0:2;B;VAG
258;KL-NOR;Klinikum Nord;Nürnberg;110353991;492741668;de:9564:258:13:1;B;VAG
258;KL-NOR;Klinikum Nord;Nürnberg;110357047;492742684;de:9564:258:13:2;B;VAG
258;KL-NOR;Klinikum Nord;Nürnberg;110344485;492744164;de:9564:258:13:3;B;VAG
258;KN;Klinikum Nord;Nürnberg;110350032;492750342;de:9564:258:11:1;U;VAG
258;KN;Klinikum Nord;Nürnberg;110350032;492750342;de:9564:258:11:2;U;VAG
259;LA-ZEI;Lange Zeile;Nürnberg;110404494;492738839;de:9564:259:0:1;B;VAG
261;KL-SUE;Klinikum Süd;Nürnberg;110856968;492449845;de:9564:261:0:1;B;VAG
261;KL-SUE;Klinikum Süd;Nürnberg;110856968;492449845;de:9564:261:0:2;B;VAG
271;ARNHAM;Arno-Hamburger-Str.;Nürnberg;110603448;492828394;de:9564:271:13:1;B;VAG
271;ARNHAM;Arno-Hamburger-Str.;Nürnberg;110607164;492828905;de:9564:271:13:2;B;VAG
273;KIRGAR;Kirschgartenstraße;Nürnberg;110319774;492741338;de:9564:273:13:1;B;VAG
275;NW;Nordwestring;Nürnberg;110318705;492756476;de:9564:275:13:6;B;VAG
275;NW;Nordwestring;Nürnberg;110314522;492755281;de:9564:275:13:7;B;VAG
275;NW;Nordwestring;Nürnberg;110315048;492757027;de:9564:275:13:8;B;VAG
323;RAP-SU;Rathenauplatz Süd;Nürnberg;110516248;492720011;de:9564:323:0:1;B;VAG
329;STPAS;Stadtpark Schl.;Nürnberg;110544800;492750540;de:9564:329:0:11;T;VAG
330;STPA;Stadtpark;Nürnberg;110544768;492751872;de:9564:330:0:1;B;VAG
330;STPA;Stadtpark;Nürnberg;110542076;492751954;de:9564:330:0:2;B;VAG
331;MF;Maxfeld;Nürnberg;110505564;492747916;de:9564:331:11:1;U;VAG
331;MF;Maxfeld;Nürnberg;110507198;492746515;de:9564:331:11:2;U;VAG
331;MF;Maxfeld;Nürnberg;110507198;492746515;de:9564:331:13:6;B;VAG
331;MF;Maxfeld;Nürnberg;110506223;492746941;de:9564:331:13:7;B;VAG
331;MAXFLD;Maxfeld SEV;Nürnberg;110458716;492739099;de:9564:331:17:8;B;VAG
331;MAXFLD;Maxfeld SEV;Nürnberg;110458821;492739395;de:9564:331:17:9;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110521727;492724735;de:9564:332:73:H;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110520910;492724859;de:9564:332:13:A;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110519932;492728731;de:9564:332:73:E;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110520522;492725312;de:9564:332:73:B;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110525404;492728332;de:9564:332:3:10;B;VAG
332;RAP;Rathenauplatz;Nürnberg;110520941;492725985;de:9564:332:12:11;T;VAG
332;RAP;Rathenauplatz;Nürnberg;110520519;492725559;de:9564:332:12:12;T;VAG
332;RAP;Rathenauplatz;Nürnberg;110524298;492727468;de:9564:332:12:13;T;VAG
332;RAP;Rathenauplatz;Nürnberg;110521727;492724735;de:9564:332:12:14;T;VAG
332;RA;Rathenauplatz;Nürnberg;110521727;492724735;de:9564:332:11:1;U;VAG
332;RA;Rathenauplatz;Nürnberg;110521727;492724735;de:9564:332:11:2;U;VAG
333;WOEHWI;Wöhrder Wiese;Nürnberg;110511695;492710508;de:9564:333:12:11;T;VAG
333;WOEHWI;Wöhrder Wiese;Nürnberg;110512454;492712224;de:9564:333:12:12;T;VAG
333;WW;Wöhrder Wiese;Nürnberg;110512056;492709368;de:9564:333:11:1;U;VAG
333;WW;Wöhrder Wiese;Nürnberg;110512056;492709368;de:9564:333:11:2;U;VAG
333;WOEHWI;Wöhrder Wiese;Nürnberg;110512056;492709368;de:9564:333:3:6;B;VAG
333;WOEHWI;Wöhrder Wiese;Nürnberg;110511850;492712623;de:9564:333:3:7;B;VAG
334;STRE;Stresemannplatz;Nürnberg;110543634;492730744;de:9564:334:13:1;B;VAG
334;STRE;Stresemannplatz;Nürnberg;110542831;492730902;de:9564:334:13:2;B;VAG
334;STRE;Stresemannplatz;Nürnberg;110543634;492730744;de:9564:334:12:11;T;VAG
334;STRE;Stresemannplatz;Nürnberg;110542831;492730902;de:9564:334:12:12;T;VAG
335;DEICHS;Deichslerstr.;Nürnberg;110607286;492734829;de:9564:335:12:11;T;VAG
335;DEICHS;Deichslerstr.;Nürnberg;110602995;492734596;de:9564:335:12:12;T;VAG
335;DEICHS;Deichslerstraße;Nürnberg;110607314;492734568;de:9564:335:13:1;B;VAG
335;DEICHS;Deichslerstraße;Nürnberg;110602957;492734857;de:9564:335:13:2;B;VAG
335;DEICHS;Deichslerstraße;Nürnberg;110607314;492734568;de:9564:335:13:3;B;VAG
335;DEICHS;Deichslerstraße;Nürnberg;110602957;492734857;de:9564:335:13:4;B;VAG
336;TAUR;Tauroggenstraße;Nürnberg;110621351;492737278;de:9564:336:13:1;B;VAG
336;TAUR;Tauroggenstraße;Nürnberg;110620628;492739394;de:9564:336:13:2;B;VAG
336;TAUR;Tauroggenstraße;Nürnberg;110623630;492738678;de:9564:336:13:3;B;VAG
336;TAUR;Tauroggenstraße;Nürnberg;110622633;492739150;de:9564:336:13:4;B;VAG
336;TAUR;Tauroggenstr.;Nürnberg;110623209;492738797;de:9564:336:12:11;T;VAG
336;TAUR;Tauroggenstr.;Nürnberg;110622519;492738647;de:9564:336:12:12;T;VAG
337;WURZ;Wurzelbauerstraße;Nürnberg;110522060;492741215;de:9564:337:0:1;B;VAG
337;WURZ;Wurzelbauerstraße;Nürnberg;110522531;492741229;de:9564:337:0:2;B;VAG
338;MAFD;Maxfeldstraße;Nürnberg;110501773;492739306;de:9564:338:0:1;B;VAG
338;MAFD;Maxfeldstraße;Nürnberg;110456002;492738715;de:9564:338:0:2;B;VAG
338;MAFD;Maxfeldstraße;Nürnberg;110501773;492739306;de:9564:338:0:3;B;VAG
338;MAFD;Maxfeldstraße;Nürnberg;110501773;492739306;de:9564:338:0:4;B;VAG
340;RENNWE;Rennweg;Nürnberg;110533622;492741266;de:9564:340:3:6;B;VAG
340;RENNWE;Rennweg;Nürnberg;110529432;492737886;de:9564:340:3:7;B;VAG
340;RE;Rennweg;Nürnberg;110537496;492739700;de:9564:340:11:1;U;VAG
340;RE;Rennweg;Nürnberg;110537496;492739700;de:9564:340:11:2;U;VAG
340;RENNWE;Rennweg;Nürnberg;110531430;492739344;de:9564:340:12:Tram1;T;VAG
340;RENNWE;Rennweg;Nürnberg;110528863;492736705;de:9564:340:12:Tram2;T;VAG
341;SH;Schoppershof;Nürnberg;110603142;492754000;de:9564:341:11:1;U;VAG
341;SH;Schoppershof;Nürnberg;110603142;492754000;de:9564:341:11:2;U;VAG
341;SCHOPP;Schoppershof;Nürnberg;110603142;492754000;de:9564:341:3:6;B;VAG
341;SCHOPP;Schoppershof;Nürnberg;110604079;492755291;de:9564:341:3:7;B;VAG
341;SCHOPP;Schoppershof;Nürnberg;110601713;492756095;de:9564:341:3:8;B;VAG
343;WELSER;Welserstraße;Nürnberg;110552431;492800056;de:9564:343:0:1;B;VAG
343;WELSER;Welserstraße;Nürnberg;110552297;492802515;de:9564:343:0:2;B;VAG
350;ROLL;Rollnerstr-/Nordring;Nürnberg;110454649;492809546;de:9564:350:0:1;B;VAG
350;ROLL;Rollnerstr-/Nordring;Nürnberg;110451776;492810589;de:9564:350:0:2;B;VAG
350;ROLL;Rollnerstr-/Nordring;Nürnberg;110453822;492811441;de:9564:350:0:3;B;VAG
350;ROLL;Rollnerstr-/Nordring;Nürnberg;110452662;492808186;de:9564:350:0:4;B;VAG
351;MART;Martinskirche;Nürnberg;110456528;492758092;de:9564:351:0:1;B;VAG
351;MART;Martinskirche;Nürnberg;110456256;492757571;de:9564:351:0:2;B;VAG
352;FRIEDE;Friedenstraße;Nürnberg;110518418;492757914;de:9564:352:0:1;B;VAG
352;FRIEDE;Friedenstraße;Nürnberg;110517844;492757406;de:9564:352:0:2;B;VAG
352;FRIEDE;Friedenstraße;Nürnberg;110519863;492758367;de:9564:352:0:3;B;VAG
352;FRIEDE;Friedenstraße;Nürnberg;110518833;492758642;de:9564:352:0:4;B;VAG
353;TELLST;Tellstraße;Nürnberg;110521518;492803984;de:9564:353:0:1;B;VAG
353;TELLST;Tellstraße;Nürnberg;110520969;492804698;de:9564:353:0:2;B;VAG
354;SCHO;Schopenhauerstraße;Nürnberg;110520581;492812814;de:9564:354:73:1;B;VAG
354;SCHO;Schopenhauerstraße;Nürnberg;110517642;492813281;de:9564:354:73:2;B;VAG
354;SCHO;Schopenhauerstraße;Nürnberg;110518988;492814805;de:9564:354:73:3;B;VAG
354;SCHO;Schopenhauerstraße;Nürnberg;110518040;492814627;de:9564:354:73:4;B;VAG
355;HINTER;Hintermayrstraße;Nürnberg;110543734;492812828;de:9564:355:0:1;B;VAG
355;HINTER;Hintermayrstraße;Nürnberg;110538406;492813597;de:9564:355:0:2;B;VAG
356;SCHI;Schillerplatz;Nürnberg;110511455;492751432;de:9564:356:0:1;B;VAG
356;SCHI;Schillerplatz;Nürnberg;110510302;492751542;de:9564:356:0:2;B;VAG
359;WOLLNT;T H   Nürnberg;Nürnberg;110537744;492710458;de:9564:359:0:1;B;VAG
359;WOLLNT;T H   Nürnberg;Nürnberg;110537744;492710458;de:9564:359:0:2;B;VAG
360;WOEHRD;Wöhrd;Nürnberg;110544531;492714559;de:9564:360:0:1;B;VAG
360;WOEHRD;Wöhrd;Nürnberg;110543223;492714834;de:9564:360:0:2;B;VAG
361;HARMON;Harmoniestraße;Nürnberg;110528213;492718968;de:9564:361:0:1;B;VAG
361;HARMON;Harmoniestraße;Nürnberg;110528862;492719860;de:9564:361:0:2;B;VAG
362;BISM;Bismarckschule;Nürnberg;110610994;492749605;de:9564:362:0:1;B;VAG
362;BISM;Bismarckschule;Nürnberg;110611125;492751240;de:9564:362:0:2;B;VAG
363;BAUVER;Bauvereinstraße;Nürnberg;110554185;492715919;de:9564:363:0:1;B;VAG
363;BAUVER;Bauvereinstraße;Nürnberg;110553426;492716894;de:9564:363:0:2;B;VAG
364;SEBAST;Sebastianspital;Nürnberg;110634024;492734087;de:9564:364:0:1;B;VAG
364;SEBAST;Sebastianspital;Nürnberg;110630914;492734911;de:9564:364:0:2;B;VAG
365;HEIN;Heinemannbrücke;Nürnberg;110652912;492735812;de:9564:365:0:1;B;VAG
365;HEIN;Heinemannbrücke;Nürnberg;110652265;492735639;de:9564:365:0:2;B;VAG
365;HEIN;Heinemannbrücke;Nürnberg;110651489;492735914;de:9564:365:0:3;B;VAG
365;HEIN;Heinemannbrücke;Nürnberg;110652369;492734088;de:9564:365:0:4;B;VAG
365;HEIN;Heinemannbrücke;Nürnberg;110650626;492733753;de:9564:365:0:5;B;VAG
366;FACH;Techn. Hochschule;Nürnberg;110549320;492702516;de:9564:366:0:1;B;VAG
366;FACH;Techn. Hochschule;Nürnberg;110551181;492704561;de:9564:366:0:2;B;VAG
397;VEILHF;Veilhofstraße;Nürnberg;110611646;492730880;de:9564:397:0:1;B;VAG
397;VEILHF;Veilhofstraße;Nürnberg;110620664;492730153;de:9564:397:0:2;B;VAG
410;FRANKS;Frankenstadion;Nürnberg;110744546;492544883;de:9564:410:3:1;B;VAG
410;FRANKS;Frankenstadion;Nürnberg;110747289;492545337;de:9564:410:3:2;B;VAG
411;GLEISH;Gleißhammer Bahnhof;Nürnberg;110646027;492639375;de:9564:411:3:1;B;VAG
411;GLEISH;Gleißhammer Bahnhof;Nürnberg;110645034;492640007;de:9564:411:3:2;B;VAG
420;STEPHA;Stephanstraße;Nürnberg;110550906;492644030;de:9564:420:0:1;B;VAG
420;STEPHA;Stephanstraße;Nürnberg;110551514;492646269;de:9564:420:0:2;B;VAG
420;STEPHA;Stephanstraße;Nürnberg;110552958;492645013;de:9564:420:0:3;B;VAG
420;STEPHA;Stephanstraße;Nürnberg;110547565;492645250;de:9564:420:0:4;B;VAG
425;RO-LUX;Rosa-Luxemburg-Platz;Nürnberg;110506525;492706154;de:9564:425:0:1;B;VAG
427;DUEREN;Dürrenhof;Nürnberg;110547580;492655320;de:9564:427:12:11;T;VAG
427;DUEREN;Dürrenhof;Nürnberg;110547580;492655251;de:9564:427:12:12;T;VAG
427;DUEREN;Dürrenhof;Nürnberg;110550427;492653516;de:9564:427:3:N;B;VAG
427;DUEREN;Dürrenhof;Nürnberg;110551550;492655672;de:9564:427:3:S;B;VAG
427;DUEREN;Dürrenhof;Nürnberg;110545348;492654960;de:9564:427:3:5;B;VAG
427;DUEREN;Dürrenhof;Nürnberg;110544880;492654420;de:9564:427:3:6;B;VAG
429;TULL-P;Tullnaupark;Nürnberg;110610897;492702541;de:9564:429:12:11;T;VAG
429;TULL-P;Tullnaupark;Nürnberg;110611599;492702329;de:9564:429:12:12;T;VAG
429;TULL-P;Tullnaupark;Nürnberg;110615285;492659848;de:9564:429:3:1;B;VAG
429;TULL-P;Tullnaupark;Nürnberg;110617870;492658855;de:9564:429:3:2;B;VAG
429;TULL-P;Tullnaupark;Nürnberg;110610501;492701911;de:9564:429:13:3;B;VAG
429;TULL-P;Tullnaupark;Nürnberg;110611070;492702872;de:9564:429:13:4;B;VAG
430;MAR;Marientor;Nürnberg;110500438;492700565;de:9564:430:12:11;T;VAG
430;MAR;Marientor;Nürnberg;110501150;492701191;de:9564:430:12:12;T;VAG
430;MAR;Marientor;Nürnberg;110459772;492700856;de:9564:430:13:1;B;VAG
430;MAR;Marientor;Nürnberg;110501089;492700594;de:9564:430:13:2;B;VAG
431;MTUN;Marientunnel;Nürnberg;110517466;492651057;de:9564:431:12:11;T;VAG
431;MTUN;Marientunnel;Nürnberg;110517851;492650884;de:9564:431:12:12;T;VAG
431;MTUN;Marientunnel;Nürnberg;110518366;492651640;de:9564:431:13:1;B;VAG
431;MTUN;Marientunnel;Nürnberg;110519402;492651090;de:9564:431:13:2;B;VAG
431;MTUN;Marientunnel;;110518682;492652965;de:9564:431:13:3;B;VAG
433;ARMINI;Arminiusstraße;Nürnberg;110628825;492705641;de:9564:433:12:11;T;VAG
433;ARMINI;Arminiusstraße;Nürnberg;110630056;492705734;de:9564:433:12:12;T;VAG
433;ARMINI;Arminiusstraße;Nürnberg;110628825;492705641;de:9564:433:13:1;B;VAG
433;ARMINI;Arminiusstraße;Nürnberg;110630056;492705734;de:9564:433:13:2;B;VAG
434;MARTHA;Marthastr.;Nürnberg;110649618;492713955;de:9564:434:12:11;T;VAG
434;MARTHA;Marthastr.;Nürnberg;110649690;492713886;de:9564:434:12:12;T;VAG
434;MARTHA;Marthastraße;Nürnberg;110649762;492713941;de:9564:434:13:1;B;VAG
434;MARTHA;Marthastraße;Nürnberg;110649237;492714010;de:9564:434:13:3;B;VAG
434;MARTHA;Marthastraße;Nürnberg;110649618;492713667;de:9564:434:13:4;B;VAG
435;BUS/NE;Business Tower;Nürnberg;110706461;492721796;de:9564:435:3:1;B;VAG
435;BUS/NE;Business Tower;Nürnberg;110706479;492719448;de:9564:435:3:2;B;VAG
435;BUS/NE;Business Tower;Nürnberg;110704316;492720574;de:9564:435:3:3;B;VAG
435;BUS/NE;Business Tower;Nürnberg;110705294;492719462;de:9564:435:3:4;B;VAG
435;BUS/NE;Business Tower;Nürnberg;110704645;492720135;de:9564:435:12:11;T;VAG
435;BUS/NE;Business Tower;Nürnberg;110704882;492719874;de:9564:435:12:12;T;VAG
436;HARS;Harsdörfferplatz;Nürnberg;110537781;492634473;de:9564:436:12:11;T;VAG
436;HARS;Harsdörfferplatz;Nürnberg;110540136;492634816;de:9564:436:12:12;T;VAG
436;HARSDO;Harsdörfferplatz;Nürnberg;110537781;492634473;de:9564:436:13:1;B;VAG
436;HARSDO;Harsdörfferplatz;Nürnberg;110540136;492634816;de:9564:436:13:2;B;VAG
437;PETERS;Peterskirche;Nürnberg;110555482;492635109;de:9564:437:12:11;T;VAG
437;PETERS;Peterskirche;Nürnberg;110556911;492634915;de:9564:437:12:12;T;VAG
437;PETERS;Peterskirche;Nürnberg;110558864;492633937;de:9564:437:13:1;B;VAG
437;PETERS;Peterskirche;Nürnberg;110601869;492633402;de:9564:437:13:2;B;VAG
437;PETERS;Peterskirche;Nürnberg;110555482;492635109;de:9564:437:13:3;B;VAG
437;PETERS;Peterskirche;Nürnberg;110556911;492634915;de:9564:437:13:4;B;VAG
438;SAR;Scharrerstr.;Nürnberg;110617617;492633951;de:9564:438:12:11;T;VAG
438;SAR;Scharrerstr.;Nürnberg;110613791;492634897;de:9564:438:12:12;T;VAG
438;SAR;Scharrerstr.;Nürnberg;110614882;492633187;de:9564:438:12:13;T;VAG
438;SAR;Scharrerstraße;Nürnberg;110618568;492634033;de:9564:438:13:1;B;VAG
438;SAR;Scharrerstraße;Nürnberg;110613665;492634422;de:9564:438:13:2;B;VAG
439;IMMELM;Immelmannstr.;Nürnberg;110639499;492624507;de:9564:439:12:11;T;VAG
439;IMMELM;Immelmannstr.;Nürnberg;110639398;492624252;de:9564:439:12:12;T;VAG
439;IMMELM;Immelmannstraße;Nürnberg;110639837;492624626;de:9564:439:13:1;B;VAG
439;IMMELM;Immelmannstraße;Nürnberg;110639556;492623928;de:9564:439:13:2;B;VAG
440;FLIEGE;Fliegerstraße;Nürnberg;110649683;492619572;de:9564:440:12:11;T;VAG
440;FLIEGE;Fliegerstraße;Nürnberg;110649248;492619568;de:9564:440:12:12;T;VAG
440;FLIEGE;Fliegerstraße;Nürnberg;110649371;492619737;de:9564:440:13:1;B;VAG
440;FLIEGE;Fliegerstraße;Nürnberg;110649079;492619682;de:9564:440:13:2;B;VAG
441;DUT;Dutzendteich;Nürnberg;110659540;492608325;de:9564:441:3:1;B;VAG
441;DUT;Dutzendteich;Nürnberg;110658057;492608408;de:9564:441:3:2;B;VAG
441;DUTT;Dutzendteich;Nürnberg;110657114;492608433;de:9564:441:12:11;T;VAG
